id,timestamp,user,ip_address,action,status,location,device,failed_attempts,session_duration_min,bytes_transferred,anomaly_label
401,2024-01-23T09:15:49,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",MacOS Ventura,4,0,0,brute_force
402,2024-01-23T09:16:19,user_033,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Windows 10,5,0,0,brute_force
403,2024-01-23T09:16:49,user_033,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",iOS 17,6,0,0,brute_force
404,2024-01-23T09:17:19,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Android 14,7,0,0,brute_force
405,2024-01-23T09:17:49,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Windows 10,8,0,0,brute_force
406,2024-01-23T09:18:19,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Ubuntu 22.04,9,0,0,brute_force
407,2024-01-23T09:18:49,user_033,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Windows 10,10,0,0,brute_force
408,2024-01-23T09:19:19,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Ubuntu 22.04,11,0,0,brute_force
409,2024-01-23T09:19:49,user_033,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",iOS 17,12,0,0,brute_force
410,2024-01-23T09:20:19,user_033,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Ubuntu 22.04,13,0,0,brute_force
411,2024-01-23T11:11:57,user_027,10.192.131.0,DATA_EXPORT,SUCCESS,"Austin, US",MacOS Ventura,0,206,45886,normal
412,2024-01-23T13:18:47,user_026,192.168.64.87,DATA_EXPORT,SUCCESS,"Seattle, US",MacOS Ventura,1,197,18469,normal
413,2024-01-23T14:29:19,user_017,172.22.125.151,FILE_ACCESS,SUCCESS,"Seattle, US",iOS 17,0,175,9055,normal
414,2024-01-23T16:41:28,user_031,192.168.205.31,LOGOUT,FAILURE,"Austin, US",iOS 17,0,245,22903,normal
415,2024-01-23T16:44:56,user_046,10.192.131.0,SSH_LOGIN,SUCCESS,"Seattle, US",MacOS Ventura,1,162,48203,normal
416,2024-01-23T16:53:50,user_038,192.168.132.183,LOGOUT,SUCCESS,"Austin, US",iOS 17,1,89,47395,normal
417,2024-01-23T17:20:51,user_016,10.209.39.139,DATA_EXPORT,SUCCESS,"Seattle, US",Windows 10,1,295,37036,normal
418,2024-01-23T19:23:33,user_021,192.168.64.87,ADMIN_PANEL,SUCCESS,"Austin, US",iOS 17,1,302,26376,normal
419,2024-01-24T08:30:42,user_018,172.29.110.41,ADMIN_PANEL,SUCCESS,"New York, US",Android 14,0,186,28377,normal
420,2024-01-24T09:11:20,user_047,10.223.175.92,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
421,2024-01-24T09:26:20,user_047,185.220.101.47,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
422,2024-01-24T10:12:31,user_046,10.81.82.76,PASSWORD_CHANGE,SUCCESS,"Austin, US",Android 14,0,100,13268,normal
423,2024-01-24T12:01:19,user_042,192.168.79.58,LOGOUT,SUCCESS,"Seattle, US",MacOS Ventura,0,78,4821,normal
424,2024-01-24T12:10:29,user_023,192.168.4.248,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
425,2024-01-24T12:15:17,user_036,192.168.159.151,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",iOS 17,1,112,27565,normal
426,2024-01-24T12:25:29,user_023,194.165.16.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
427,2024-01-24T12:46:41,user_048,10.209.39.139,ADMIN_PANEL,SUCCESS,"New York, US",iOS 17,0,89,2107623,privilege_escalation
428,2024-01-24T13:00:06,user_026,192.168.248.20,ADMIN_PANEL,SUCCESS,"Seattle, US",Android 14,0,215,8216,normal
429,2024-01-24T13:12:29,user_024,172.22.144.9,FILE_ACCESS,SUCCESS,"Austin, US",Android 14,1,310,25569,normal
430,2024-01-24T13:38:45,user_011,172.22.144.9,DATA_EXPORT,SUCCESS,"Chicago, US",Windows 10,1,350,31479,normal
431,2024-01-24T16:00:43,user_021,192.168.48.203,SSH_LOGIN,SUCCESS,"Austin, US",Windows 10,0,355,29325,normal
432,2024-01-24T17:39:17,user_002,172.26.105.108,PASSWORD_CHANGE,SUCCESS,"Seattle, US",MacOS Ventura,0,356,1809,normal
433,2024-01-24T17:51:57,user_045,192.168.79.58,DATA_EXPORT,SUCCESS,"Austin, US",Ubuntu 22.04,0,232,40115,normal
434,2024-01-24T18:00:04,user_029,192.168.78.214,LOGIN,FAILURE,"New York, US",MacOS Ventura,0,69,6113,normal
435,2024-01-24T19:03:19,user_002,172.28.100.147,LOGIN,SUCCESS,"Austin, US",Ubuntu 22.04,1,197,8027,normal
436,2024-01-24T19:43:50,user_023,192.168.4.248,PASSWORD_CHANGE,SUCCESS,"Austin, US",iOS 17,0,137,722,normal
437,2024-01-25T08:00:16,user_026,172.22.144.9,DATA_EXPORT,SUCCESS,"Chicago, US",iOS 17,1,241,4571,normal
438,2024-01-25T10:55:33,user_046,10.211.183.83,SSH_LOGIN,SUCCESS,"Seattle, US",Windows 10,0,259,5807,normal
439,2024-01-25T12:43:48,user_040,10.80.134.203,SSH_LOGIN,SUCCESS,"Los Angeles, US",Windows 10,0,163,28989,normal
440,2024-01-25T12:52:58,user_018,2.58.56.201,LOGIN,SUCCESS,"Shanghai, China",Ubuntu 22.04,0,44,53857,geo_anomaly
441,2024-01-25T13:22:46,user_050,172.17.78.30,SSH_LOGIN,SUCCESS,"New York, US",MacOS Ventura,1,106,11470,normal
442,2024-01-25T13:29:06,user_050,192.168.167.144,DATA_EXPORT,SUCCESS,"Austin, US",Windows 10,0,36,27945,normal
443,2024-01-25T13:59:43,user_022,192.168.159.151,ADMIN_PANEL,SUCCESS,"Los Angeles, US",iOS 17,0,326,30287,normal
444,2024-01-25T15:11:43,user_019,10.91.66.201,LOGOUT,FAILURE,"Seattle, US",Windows 10,1,25,28182,normal
445,2024-01-25T15:32:57,user_049,192.168.91.73,LOGIN,SUCCESS,"Seattle, US",MacOS Ventura,0,145,13587,normal
446,2024-01-25T16:24:44,user_013,10.218.204.113,FILE_ACCESS,SUCCESS,"Los Angeles, US",Windows 10,0,442,35192,normal
447,2024-01-25T16:45:16,user_027,192.168.176.253,SSH_LOGIN,SUCCESS,"Seattle, US",Ubuntu 22.04,1,234,41378,normal
448,2024-01-25T17:19:21,user_001,91.92.248.11,LOGIN,SUCCESS,"Shanghai, China",Ubuntu 22.04,0,37,2703,geo_anomaly
449,2024-01-25T17:46:42,user_049,192.168.63.4,LOGOUT,SUCCESS,"Chicago, US",Ubuntu 22.04,0,113,12553,normal
450,2024-01-26T08:26:01,user_006,192.168.48.203,FILE_ACCESS,SUCCESS,"New York, US",MacOS Ventura,0,413,43623,normal
451,2024-01-26T08:51:31,user_013,192.168.78.214,LOGIN,FAILURE,"Austin, US",Windows 10,0,236,11315,normal
452,2024-01-26T09:34:54,user_002,10.39.240.134,DATA_EXPORT,SUCCESS,"New York, US",Android 14,1,104,32243,normal
453,2024-01-26T11:02:29,user_004,10.153.239.149,FILE_ACCESS,SUCCESS,"Chicago, US",Ubuntu 22.04,1,263,26114,normal
454,2024-01-26T11:18:02,user_008,172.22.145.226,ADMIN_PANEL,SUCCESS,"Chicago, US",Windows 10,0,346,13141,normal
455,2024-01-26T12:16:44,user_012,10.39.240.134,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
456,2024-01-26T12:31:44,user_012,45.142.212.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
457,2024-01-26T13:59:19,user_003,192.168.224.150,ADMIN_PANEL,FAILURE,"Seattle, US",iOS 17,1,23,49467,normal
458,2024-01-26T14:11:38,user_016,172.25.76.64,FILE_ACCESS,SUCCESS,"Austin, US",MacOS Ventura,1,446,31634,normal
459,2024-01-26T14:11:41,user_040,192.168.78.214,LOGIN,SUCCESS,"Austin, US",MacOS Ventura,0,472,29039,normal
460,2024-01-26T15:12:06,user_007,172.24.63.76,PASSWORD_CHANGE,SUCCESS,"Austin, US",iOS 17,1,30,24109,normal
461,2024-01-26T15:32:01,user_006,192.168.159.151,PASSWORD_CHANGE,SUCCESS,"Chicago, US",iOS 17,1,402,21552,normal
462,2024-01-26T15:51:08,user_042,192.168.198.48,SSH_LOGIN,SUCCESS,"Chicago, US",Windows 10,0,241,3418,normal
463,2024-01-26T17:46:55,user_033,172.22.125.151,ADMIN_PANEL,SUCCESS,"Austin, US",Windows 10,0,178,2863187,privilege_escalation
464,2024-01-26T17:50:19,user_019,10.209.39.139,PASSWORD_CHANGE,SUCCESS,"Chicago, US",Android 14,1,400,12907,normal
465,2024-01-26T18:31:31,user_019,192.168.224.150,FILE_ACCESS,SUCCESS,"Seattle, US",Android 14,0,396,2170,normal
466,2024-01-26T18:51:34,user_046,192.168.198.48,SSH_LOGIN,SUCCESS,"Seattle, US",MacOS Ventura,0,421,45883,normal
467,2024-01-27T08:01:22,user_036,172.23.72.7,FILE_ACCESS,SUCCESS,"Los Angeles, US",Android 14,0,418,4272,normal
468,2024-01-27T08:36:22,user_014,192.168.4.248,FILE_ACCESS,SUCCESS,"Los Angeles, US",Ubuntu 22.04,1,153,37634,normal
469,2024-01-27T08:53:32,user_007,185.234.218.21,LOGIN,FAILURE,"Amsterdam, Netherlands",Windows 10,1,0,0,brute_force
470,2024-01-27T08:54:02,user_007,185.234.218.21,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,2,0,0,brute_force
471,2024-01-27T08:54:32,user_007,185.234.218.21,LOGIN,FAILURE,"Amsterdam, Netherlands",iOS 17,3,0,0,brute_force
472,2024-01-27T08:55:02,user_007,185.234.218.21,LOGIN,FAILURE,"Moscow, Russia",MacOS Ventura,4,0,0,brute_force
473,2024-01-27T08:55:32,user_007,185.234.218.21,LOGIN,FAILURE,"Shanghai, China",Android 14,5,0,0,brute_force
474,2024-01-27T08:56:02,user_007,185.234.218.21,LOGIN,FAILURE,"Amsterdam, Netherlands",Android 14,6,0,0,brute_force
475,2024-01-27T08:56:32,user_007,185.234.218.21,LOGIN,FAILURE,"Bucharest, Romania",iOS 17,7,0,0,brute_force
476,2024-01-27T08:57:02,user_007,185.234.218.21,LOGIN,FAILURE,"Moscow, Russia",Windows 10,8,0,0,brute_force
477,2024-01-27T08:57:32,user_007,185.234.218.21,LOGIN,FAILURE,"Moscow, Russia",MacOS Ventura,9,0,0,brute_force
478,2024-01-27T08:58:02,user_007,185.234.218.21,LOGIN,FAILURE,"Moscow, Russia",MacOS Ventura,10,0,0,brute_force
479,2024-01-27T08:58:32,user_007,185.234.218.21,LOGIN,FAILURE,"Moscow, Russia",iOS 17,11,0,0,brute_force
480,2024-01-27T08:58:58,user_035,10.239.148.215,LOGOUT,SUCCESS,"Los Angeles, US",Android 14,1,271,21178,normal
481,2024-01-27T08:59:02,user_007,185.234.218.21,LOGIN,FAILURE,"Amsterdam, Netherlands",Ubuntu 22.04,12,0,0,brute_force
482,2024-01-27T08:59:32,user_007,185.234.218.21,LOGIN,SUCCESS,"Bucharest, Romania",Android 14,13,0,0,brute_force
483,2024-01-27T10:46:18,user_024,172.31.98.61,ADMIN_PANEL,SUCCESS,"Austin, US",Windows 10,0,336,23937,normal
484,2024-01-27T12:18:47,user_013,192.168.78.214,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Android 14,0,426,18644,normal
485,2024-01-27T12:47:35,user_009,103.76.228.50,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,1,0,0,brute_force
486,2024-01-27T12:48:05,user_009,103.76.228.50,LOGIN,FAILURE,"Moscow, Russia",Windows 10,2,0,0,brute_force
487,2024-01-27T12:48:35,user_009,103.76.228.50,LOGIN,FAILURE,"Moscow, Russia",iOS 17,3,0,0,brute_force
488,2024-01-27T12:49:05,user_009,103.76.228.50,LOGIN,FAILURE,"Amsterdam, Netherlands",Windows 10,4,0,0,brute_force
489,2024-01-27T12:49:35,user_009,103.76.228.50,LOGIN,FAILURE,"Bucharest, Romania",iOS 17,5,0,0,brute_force
490,2024-01-27T12:50:05,user_009,103.76.228.50,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,6,0,0,brute_force
491,2024-01-27T12:50:35,user_009,103.76.228.50,LOGIN,FAILURE,"Shanghai, China",Android 14,7,0,0,brute_force
492,2024-01-27T12:51:05,user_009,103.76.228.50,LOGIN,FAILURE,"Amsterdam, Netherlands",Ubuntu 22.04,8,0,0,brute_force
493,2024-01-27T12:51:35,user_009,103.76.228.50,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,9,0,0,brute_force
494,2024-01-27T12:53:44,user_029,10.91.66.201,SSH_LOGIN,SUCCESS,"Austin, US",iOS 17,0,329,19946,normal
495,2024-01-27T13:35:30,user_002,172.22.145.226,LOGIN,SUCCESS,"Chicago, US",Ubuntu 22.04,0,155,30272,normal
496,2024-01-27T15:32:51,user_022,192.168.176.253,DATA_EXPORT,SUCCESS,"Seattle, US",Ubuntu 22.04,1,228,13322,normal
497,2024-01-27T16:13:37,user_005,192.168.132.183,SSH_LOGIN,SUCCESS,"Chicago, US",MacOS Ventura,0,146,9582,normal
498,2024-01-27T16:32:54,user_038,172.31.157.133,SSH_LOGIN,SUCCESS,"Austin, US",MacOS Ventura,0,473,8623,normal
499,2024-01-27T18:36:00,user_013,10.218.204.113,SSH_LOGIN,SUCCESS,"Chicago, US",Ubuntu 22.04,0,363,32811,normal
500,2024-01-27T18:49:13,user_043,192.168.242.146,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Android 14,1,336,4826,normal
501,2024-01-28T09:47:38,user_012,172.23.72.7,SSH_LOGIN,SUCCESS,"Austin, US",Android 14,0,7,25982,normal
502,2024-01-28T10:02:27,user_013,192.168.198.48,DATA_EXPORT,SUCCESS,"Los Angeles, US",Android 14,1,168,47751,normal
503,2024-01-28T10:16:36,user_018,91.92.248.11,LOGIN,SUCCESS,"Moscow, Russia",Android 14,0,42,85519,geo_anomaly
504,2024-01-28T10:46:59,user_035,10.211.183.83,PASSWORD_CHANGE,SUCCESS,"Austin, US",iOS 17,0,53,6452,normal
505,2024-01-28T11:26:07,user_033,192.168.176.253,FILE_ACCESS,SUCCESS,"New York, US",Android 14,0,258,23774,normal
506,2024-01-28T12:08:59,user_033,10.239.196.237,LOGIN,SUCCESS,"Chicago, US",Ubuntu 22.04,0,229,35700,normal
507,2024-01-28T14:32:27,user_010,192.168.224.150,FILE_ACCESS,SUCCESS,"Chicago, US",Ubuntu 22.04,0,30,42608,normal
508,2024-01-28T16:16:34,user_003,192.168.4.248,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Ubuntu 22.04,1,119,38740,normal
509,2024-01-28T16:33:48,user_014,172.23.72.7,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Windows 10,1,303,43584,normal
510,2024-01-28T17:03:14,user_026,192.168.154.92,LOGOUT,SUCCESS,"Seattle, US",Android 14,0,423,45478,normal
511,2024-01-28T17:50:20,user_030,192.168.187.145,PASSWORD_CHANGE,SUCCESS,"Chicago, US",Android 14,0,274,14351,normal
512,2024-01-28T18:33:29,user_042,192.168.242.146,SSH_LOGIN,SUCCESS,"Los Angeles, US",Android 14,0,478,4820,normal
513,2024-01-28T19:09:58,user_041,10.132.205.99,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Windows 10,0,76,49412,normal
514,2024-01-28T19:29:17,user_043,192.168.223.229,PASSWORD_CHANGE,SUCCESS,"Austin, US",Android 14,0,272,13249,normal
515,2024-01-29T09:18:05,user_017,172.22.144.9,LOGIN,SUCCESS,"Seattle, US",MacOS Ventura,0,298,24200,normal
516,2024-01-29T09:50:59,user_025,172.22.144.9,LOGOUT,SUCCESS,"Chicago, US",Android 14,1,53,34765,normal
517,2024-01-29T12:13:37,user_021,192.168.223.229,SSH_LOGIN,SUCCESS,"Austin, US",MacOS Ventura,1,123,47928,normal
518,2024-01-29T12:17:56,user_033,10.239.148.215,FILE_ACCESS,SUCCESS,"Austin, US",MacOS Ventura,0,465,27268,normal
519,2024-01-29T14:18:54,user_036,192.168.248.20,LOGOUT,SUCCESS,"Austin, US",Ubuntu 22.04,0,11,44281,normal
520,2024-01-29T14:28:55,user_024,10.192.131.0,PASSWORD_CHANGE,SUCCESS,"Austin, US",MacOS Ventura,0,147,27827,normal
521,2024-01-29T15:09:29,user_009,10.209.39.139,PASSWORD_CHANGE,SUCCESS,"Seattle, US",iOS 17,0,395,16317,normal
522,2024-01-29T18:12:25,user_002,10.148.206.142,FILE_ACCESS,SUCCESS,"Chicago, US",Ubuntu 22.04,1,352,35241,normal
523,2024-01-29T18:21:21,user_014,10.218.204.113,FILE_ACCESS,SUCCESS,"Seattle, US",Android 14,1,292,49391,normal
524,2024-01-29T19:04:00,user_039,192.168.132.183,DATA_EXPORT,SUCCESS,"New York, US",iOS 17,0,189,36670,normal
525,2024-01-29T19:15:19,user_026,10.239.148.215,PASSWORD_CHANGE,SUCCESS,"Seattle, US",Android 14,1,222,48985,normal
526,2024-01-29T19:33:29,user_012,10.153.239.149,PASSWORD_CHANGE,SUCCESS,"New York, US",iOS 17,0,415,30550,normal
527,2024-01-30T03:58:23,user_019,95.214.55.0,DATA_EXPORT,SUCCESS,"Moscow, Russia",Android 14,0,217,360784,unusual_time
528,2024-01-30T09:15:42,user_011,172.25.76.64,FILE_ACCESS,SUCCESS,"New York, US",MacOS Ventura,1,186,11484,normal
529,2024-01-30T09:37:45,user_025,10.132.205.99,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Windows 10,0,190,287,normal
530,2024-01-30T09:59:51,user_014,194.165.16.100,LOGIN,SUCCESS,"Moscow, Russia",MacOS Ventura,0,35,1032,geo_anomaly
531,2024-01-30T11:48:55,user_035,192.168.80.56,LOGIN,SUCCESS,"Chicago, US",MacOS Ventura,1,300,39285,normal
532,2024-01-30T12:38:56,user_006,192.168.4.248,ADMIN_PANEL,SUCCESS,"New York, US",Windows 10,0,271,571,normal
533,2024-01-30T18:21:26,user_034,10.223.175.92,FILE_ACCESS,SUCCESS,"Chicago, US",iOS 17,1,239,20028,normal
534,2024-01-30T18:23:09,user_013,192.168.176.253,DATA_EXPORT,SUCCESS,"New York, US",Windows 10,0,322,9778,normal
535,2024-01-30T18:54:38,user_048,192.168.48.203,DATA_EXPORT,SUCCESS,"Austin, US",Windows 10,1,273,2798,normal
536,2024-01-31T08:23:35,user_032,10.211.183.83,FILE_ACCESS,SUCCESS,"Seattle, US",MacOS Ventura,0,38,20369,normal
537,2024-01-31T08:52:21,user_022,172.29.110.41,SSH_LOGIN,SUCCESS,"New York, US",Android 14,1,396,6369,normal
538,2024-01-31T09:03:15,user_020,10.132.205.99,DATA_EXPORT,SUCCESS,"Austin, US",Windows 10,0,433,32856,normal
539,2024-01-31T09:49:51,user_039,172.31.157.133,FILE_ACCESS,SUCCESS,"Austin, US",MacOS Ventura,1,116,9555,normal
540,2024-01-31T10:24:29,user_035,10.218.204.113,DATA_EXPORT,SUCCESS,"Seattle, US",iOS 17,0,458,27289,normal
541,2024-01-31T10:36:03,user_006,192.168.198.48,DATA_EXPORT,SUCCESS,"Austin, US",Windows 10,1,351,33437,normal
542,2024-01-31T11:14:12,user_017,172.25.76.64,SSH_LOGIN,SUCCESS,"Los Angeles, US",Windows 10,0,476,5243,normal
543,2024-01-31T11:35:10,user_040,192.168.159.151,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Android 14,1,406,28631,normal
544,2024-01-31T12:14:51,user_044,192.168.6.38,LOGOUT,SUCCESS,"Los Angeles, US",iOS 17,0,238,27260,normal
545,2024-01-31T13:21:32,user_024,192.168.48.203,ADMIN_PANEL,SUCCESS,"Seattle, US",Android 14,0,252,3840182,privilege_escalation
546,2024-01-31T13:42:10,user_024,172.29.110.41,SSH_LOGIN,FAILURE,"Austin, US",Windows 10,0,78,8671,normal
547,2024-01-31T14:11:42,user_037,10.239.148.215,LOGIN,SUCCESS,"Chicago, US",Windows 10,0,204,30910,normal
548,2024-01-31T18:09:45,user_017,192.168.248.20,SSH_LOGIN,SUCCESS,"Austin, US",Android 14,1,303,26367,normal
549,2024-01-31T18:58:18,user_041,192.168.187.145,DATA_EXPORT,SUCCESS,"New York, US",Windows 10,1,90,45582,normal
550,2024-01-31T19:04:42,user_021,192.168.4.248,SSH_LOGIN,SUCCESS,"Seattle, US",iOS 17,0,318,18655,normal
551,2024-01-31T19:37:25,user_028,192.168.223.229,FILE_ACCESS,SUCCESS,"Austin, US",iOS 17,1,284,13942,normal
552,2024-02-01T03:25:39,user_006,185.234.218.21,ADMIN_PANEL,SUCCESS,"Moscow, Russia",Windows 10,0,226,617386,unusual_time
553,2024-02-01T08:33:57,user_020,10.86.59.91,DATA_EXPORT,SUCCESS,"Los Angeles, US",Android 14,1,360,20608,normal
554,2024-02-01T15:36:39,user_049,10.239.148.215,ADMIN_PANEL,SUCCESS,"Austin, US",Ubuntu 22.04,0,254,14001,normal
555,2024-02-01T17:28:05,user_046,192.168.4.248,PASSWORD_CHANGE,SUCCESS,"Seattle, US",Windows 10,1,446,1624,normal
556,2024-02-01T17:44:07,user_003,192.168.6.38,LOGIN,SUCCESS,"Austin, US",MacOS Ventura,1,358,13462,normal
557,2024-02-01T18:41:57,user_020,192.168.6.38,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
558,2024-02-01T18:56:57,user_020,194.165.16.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
559,2024-02-01T19:20:53,user_010,172.25.76.64,SSH_LOGIN,SUCCESS,"Austin, US",iOS 17,0,300,41545,normal
560,2024-02-02T04:47:21,user_027,194.165.16.100,FILE_ACCESS,SUCCESS,"Shanghai, China",Android 14,0,183,526282,unusual_time
561,2024-02-02T08:05:07,user_049,192.168.224.150,FILE_ACCESS,SUCCESS,"Seattle, US",MacOS Ventura,1,341,105,normal
562,2024-02-02T09:59:52,user_020,192.168.176.253,LOGOUT,SUCCESS,"Los Angeles, US",iOS 17,1,455,42333,normal
563,2024-02-02T14:30:46,user_023,10.192.131.0,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Windows 10,0,70,20525,normal
564,2024-02-02T14:35:12,user_009,10.119.139.160,FILE_ACCESS,SUCCESS,"Seattle, US",iOS 17,0,197,28732,normal
565,2024-02-02T14:41:57,user_017,192.168.79.58,ADMIN_PANEL,SUCCESS,"Chicago, US",iOS 17,0,279,13453,normal
566,2024-02-02T15:00:52,user_024,10.239.196.237,FILE_ACCESS,SUCCESS,"Seattle, US",Android 14,1,62,17790,normal
567,2024-02-02T15:28:25,user_024,192.168.48.203,DATA_EXPORT,SUCCESS,"Chicago, US",Android 14,0,270,8952,normal
568,2024-02-02T15:42:59,user_019,10.91.66.201,DATA_EXPORT,SUCCESS,"Chicago, US",iOS 17,1,136,10714,normal
569,2024-02-02T16:29:42,user_040,192.168.176.253,PASSWORD_CHANGE,SUCCESS,"New York, US",Android 14,0,300,32815,normal
570,2024-02-02T16:41:42,user_036,103.76.228.50,LOGIN,SUCCESS,"Bucharest, Romania",Android 14,0,14,14497,geo_anomaly
571,2024-02-02T18:03:36,user_018,185.220.101.47,LOGIN,SUCCESS,"Amsterdam, Netherlands",Android 14,0,45,60569,geo_anomaly
572,2024-02-03T08:04:04,user_007,10.211.183.83,DATA_EXPORT,SUCCESS,"Austin, US",Windows 10,1,81,42886,normal
573,2024-02-03T08:06:52,user_030,10.81.82.76,SSH_LOGIN,SUCCESS,"Chicago, US",Ubuntu 22.04,1,223,48500,normal
574,2024-02-03T11:42:17,user_039,91.92.248.11,LOGIN,FAILURE,"Bucharest, Romania",MacOS Ventura,1,0,0,brute_force
575,2024-02-03T11:42:47,user_039,91.92.248.11,LOGIN,FAILURE,"Moscow, Russia",Windows 10,2,0,0,brute_force
576,2024-02-03T11:43:17,user_039,91.92.248.11,LOGIN,FAILURE,"Bucharest, Romania",Android 14,3,0,0,brute_force
577,2024-02-03T11:43:47,user_039,91.92.248.11,LOGIN,FAILURE,"Moscow, Russia",Windows 10,4,0,0,brute_force
578,2024-02-03T11:44:17,user_039,91.92.248.11,LOGIN,FAILURE,"Amsterdam, Netherlands",Windows 10,5,0,0,brute_force
579,2024-02-03T11:44:47,user_039,91.92.248.11,LOGIN,FAILURE,"Shanghai, China",MacOS Ventura,6,0,0,brute_force
580,2024-02-03T11:45:17,user_039,91.92.248.11,LOGIN,FAILURE,"Shanghai, China",Android 14,7,0,0,brute_force
581,2024-02-03T11:45:47,user_039,91.92.248.11,LOGIN,SUCCESS,"Amsterdam, Netherlands",Android 14,8,0,0,brute_force
582,2024-02-03T12:48:56,user_031,10.39.240.134,DATA_EXPORT,SUCCESS,"New York, US",Android 14,1,25,23920,normal
583,2024-02-03T14:11:44,user_024,10.239.148.215,FILE_ACCESS,SUCCESS,"Chicago, US",iOS 17,1,20,4383,normal
584,2024-02-03T16:19:45,user_037,192.168.187.145,ADMIN_PANEL,SUCCESS,"Chicago, US",Windows 10,1,69,48802,normal
585,2024-02-03T17:19:11,user_020,10.211.183.83,ADMIN_PANEL,SUCCESS,"Chicago, US",Android 14,0,354,13174,normal
586,2024-02-03T17:36:14,user_042,10.80.134.203,LOGIN,SUCCESS,"Los Angeles, US",Android 14,1,80,44712,normal
587,2024-02-03T17:42:51,user_041,192.168.6.38,ADMIN_PANEL,SUCCESS,"Los Angeles, US",MacOS Ventura,1,428,9421,normal
588,2024-02-03T19:05:18,user_048,192.168.91.73,ADMIN_PANEL,SUCCESS,"Seattle, US",MacOS Ventura,0,336,14852,normal
589,2024-02-03T19:29:27,user_011,172.22.144.9,ADMIN_PANEL,SUCCESS,"Chicago, US",Android 14,1,239,32408,normal
590,2024-02-04T08:16:50,user_009,192.168.205.31,DATA_EXPORT,SUCCESS,"New York, US",iOS 17,0,33,5600,normal
591,2024-02-04T09:49:57,user_047,192.168.91.73,FILE_ACCESS,SUCCESS,"Chicago, US",Android 14,0,139,46782,normal
592,2024-02-04T12:58:21,user_045,10.239.196.237,LOGIN,SUCCESS,"Los Angeles, US",Android 14,1,40,9397,normal
593,2024-02-04T14:24:28,user_041,10.91.66.201,DATA_EXPORT,SUCCESS,"New York, US",iOS 17,1,360,24287,normal
594,2024-02-04T15:26:15,user_034,10.81.82.76,PASSWORD_CHANGE,SUCCESS,"Seattle, US",MacOS Ventura,1,318,5868,normal
595,2024-02-04T15:30:15,user_027,172.22.125.151,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Android 14,0,447,4675,normal
596,2024-02-04T16:09:53,user_029,192.168.248.20,LOGIN,SUCCESS,"Los Angeles, US",iOS 17,1,18,27290,normal
597,2024-02-04T16:27:54,user_016,172.28.100.147,LOGOUT,SUCCESS,"Los Angeles, US",iOS 17,0,95,27724,normal
598,2024-02-04T16:36:23,user_027,172.24.63.76,LOGIN,SUCCESS,"Chicago, US",Windows 10,1,358,5347,normal
599,2024-02-04T18:23:59,user_032,172.23.72.7,SSH_LOGIN,SUCCESS,"New York, US",Windows 10,0,403,43082,normal
600,2024-02-04T18:52:06,user_033,172.22.145.226,SSH_LOGIN,SUCCESS,"New York, US",Ubuntu 22.04,0,364,8796,normal
601,2024-02-04T19:27:05,user_006,192.168.248.20,PASSWORD_CHANGE,FAILURE,"Los Angeles, US",Android 14,1,169,6823,normal
602,2024-02-05T08:22:32,user_038,10.91.66.201,FILE_ACCESS,SUCCESS,"New York, US",Windows 10,1,430,18913,normal
